"class_name","field_name","dependency_kind","type_name","type_qualified","file_path","line_number"
"firebase::firestore::TestEventListener<DocumentSnapshot>","first_error_message_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/integration_test_internal/src/firestore_integration_test.h",175
"firebase::firestore::TestEventListener<DocumentSnapshot>","first_error_code_","field","error","error","firestore/integration_test_internal/src/firestore_integration_test.h",174
"firebase::firestore::TestEventListener<QuerySnapshot>","name_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/integration_test_internal/src/firestore_integration_test.h",165
"firebase::firestore::TestEventListener<QuerySnapshot>","mutex_","field","Mutex","Mutex","firestore/integration_test_internal/src/firestore_integration_test.h",163
"firebase::firestore::TestEventListener<QuerySnapshot>","last_results_","field","vector<QuerySnapshot, allocator<QuerySnapshot>>","vector<QuerySnapshot, allocator<QuerySnapshot>>","firestore/integration_test_internal/src/firestore_integration_test.h",169
"firebase::firestore::TestEventListener<QuerySnapshot>","first_error_message_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/integration_test_internal/src/firestore_integration_test.h",175
"firebase::firestore::TestEventListener<QuerySnapshot>","first_error_code_","field","error","error","firestore/integration_test_internal/src/firestore_integration_test.h",174
"firebase::firestore::jni::Local<HashMap>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::PromiseFactory<AsyncApi>","cleanup_","field","CleanupNotifier *","CleanupNotifier *","firestore/src/main/promise_factory_main.h",84
"firebase::firestore::PromiseFactory<AsyncApi>","future_manager_","field","FutureManager *","FutureManager *","firestore/src/main/promise_factory_main.h",85
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<AggregateQuerySnapshot>","handle_","field","SafeFutureHandle<AggregateQuerySnapshot>","SafeFutureHandle<AggregateQuerySnapshot>","firestore/src/android/promise_android.h",175
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<AggregateQuerySnapshot>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",176
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<AggregateQuerySnapshot>","completion_","field","Completion *","Completion *","firestore/src/android/promise_android.h",177
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<AggregateQuerySnapshot>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",172
"firebase::firestore::Promise<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, AsyncFn>","handle_","field","SafeFutureHandle<AggregateQuerySnapshot>","SafeFutureHandle<AggregateQuerySnapshot>","firestore/src/android/promise_android.h",238
"firebase::firestore::Promise<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, AsyncFn>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",237
"firebase::firestore::Promise<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, AsyncFn>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",231
"firebase::firestore::Promise<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, AsyncFn>","completer_","field","unique_ptr<Completer<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, void>, default_delete<Completer<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, void>>>","unique_ptr<Completer<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, void>, default_delete<Completer<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, void>>>","firestore/src/android/promise_android.h",233
"firebase::firestore::jni::Local<Class>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::ExceptionClearGuard","env_","field","Env &","Env &","firestore/src/jni/env.h",576
"firebase::firestore::jni::ExceptionClearGuard","exception_","field","Local<Throwable>","Local<Throwable>","firestore/src/jni/env.h",577
"firebase::firestore::jni::Local<BlobInternal>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::Promise<DocumentReference, DocumentReferenceInternal, AsyncFn>","handle_","field","SafeFutureHandle<DocumentReference>","SafeFutureHandle<DocumentReference>","firestore/src/android/promise_android.h",238
"firebase::firestore::Promise<DocumentReference, DocumentReferenceInternal, AsyncFn>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",237
"firebase::firestore::Promise<DocumentReference, DocumentReferenceInternal, AsyncFn>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",231
"firebase::firestore::Promise<DocumentReference, DocumentReferenceInternal, AsyncFn>","completer_","field","unique_ptr<Completer<DocumentReference, DocumentReferenceInternal, void>, default_delete<Completer<DocumentReference, DocumentReferenceInternal, void>>>","unique_ptr<Completer<DocumentReference, DocumentReferenceInternal, void>, default_delete<Completer<DocumentReference, DocumentReferenceInternal, void>>>","firestore/src/android/promise_android.h",233
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentReference>","handle_","field","SafeFutureHandle<DocumentReference>","SafeFutureHandle<DocumentReference>","firestore/src/android/promise_android.h",175
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentReference>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",176
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentReference>","completion_","field","Completion *","Completion *","firestore/src/android/promise_android.h",177
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentReference>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",172
"firebase::firestore::jni::Local<Array<Object>>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentSnapshot>","handle_","field","SafeFutureHandle<DocumentSnapshot>","SafeFutureHandle<DocumentSnapshot>","firestore/src/android/promise_android.h",175
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentSnapshot>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",176
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentSnapshot>","completion_","field","Completion *","Completion *","firestore/src/android/promise_android.h",177
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentSnapshot>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",172
"firebase::firestore::jni::Local<DocumentChangeTypeInternal>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::Promise<DocumentSnapshot, DocumentSnapshotInternal, AsyncFn>","handle_","field","SafeFutureHandle<DocumentSnapshot>","SafeFutureHandle<DocumentSnapshot>","firestore/src/android/promise_android.h",238
"firebase::firestore::Promise<DocumentSnapshot, DocumentSnapshotInternal, AsyncFn>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",237
"firebase::firestore::Promise<DocumentSnapshot, DocumentSnapshotInternal, AsyncFn>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",231
"firebase::firestore::Promise<DocumentSnapshot, DocumentSnapshotInternal, AsyncFn>","completer_","field","unique_ptr<Completer<DocumentSnapshot, DocumentSnapshotInternal, void>, default_delete<Completer<DocumentSnapshot, DocumentSnapshotInternal, void>>>","unique_ptr<Completer<DocumentSnapshot, DocumentSnapshotInternal, void>, default_delete<Completer<DocumentSnapshot, DocumentSnapshotInternal, void>>>","firestore/src/android/promise_android.h",233
"firebase::firestore::UpdateFieldPathArgs","varargs","field","Local<Array<Object>>","Local<Array<Object>>","firestore/src/android/util_android.h",74
"firebase::firestore::UpdateFieldPathArgs","first_value","field","Local<Object>","Local<Object>","firestore/src/android/util_android.h",73
"firebase::firestore::UpdateFieldPathArgs","first_field","field","Local<Object>","Local<Object>","firestore/src/android/util_android.h",72
"firebase::firestore::LambdaEventListener<DocumentSnapshot>","callback_","field","error","error","firestore/src/android/lambda_event_listener.h",49
"firebase::firestore::FirestoreException","code_","field","error","error","firestore/src/android/firestore_exceptions_android.h",45
"firebase::firestore::FirestoreException","message_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/android/firestore_exceptions_android.h",44
"firebase::firestore::jni::Local<Array<String>>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::Local<ArrayList>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::Local<Boolean>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::Local<Double>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::Local<Iterator>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::Local<Map>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::Local<Set>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::Local<List>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::Local<Long>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<LoadBundleTaskProgress>","handle_","field","SafeFutureHandle<LoadBundleTaskProgress>","SafeFutureHandle<LoadBundleTaskProgress>","firestore/src/android/promise_android.h",175
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<LoadBundleTaskProgress>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",176
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<LoadBundleTaskProgress>","completion_","field","Completion *","Completion *","firestore/src/android/promise_android.h",177
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<LoadBundleTaskProgress>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",172
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<Query>","handle_","field","SafeFutureHandle<Query>","SafeFutureHandle<Query>","firestore/src/android/promise_android.h",175
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<Query>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",176
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<Query>","completion_","field","Completion *","Completion *","firestore/src/android/promise_android.h",177
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<Query>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",172
"firebase::firestore::LambdaTransactionFunction","update_","field","error","error","firestore/src/android/lambda_transaction_function.h",65
"firebase::firestore::jni::Local<LoadBundleTaskInternal>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::(unnamed namespace)::JavaFirestoreMap","mutex_","field","Mutex","Mutex","firestore/src/android/firestore_android.cc",231
"firebase::firestore::(unnamed namespace)::JavaFirestoreMap","firestores_","field","Global<HashMap>","Global<HashMap>","firestore/src/android/firestore_android.cc",232
"firebase::firestore::Promise<Query, QueryInternal, AsyncFn>","handle_","field","SafeFutureHandle<Query>","SafeFutureHandle<Query>","firestore/src/android/promise_android.h",238
"firebase::firestore::Promise<Query, QueryInternal, AsyncFn>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",237
"firebase::firestore::Promise<Query, QueryInternal, AsyncFn>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",231
"firebase::firestore::Promise<Query, QueryInternal, AsyncFn>","completer_","field","unique_ptr<Completer<Query, QueryInternal, void>, default_delete<Completer<Query, QueryInternal, void>>>","unique_ptr<Completer<Query, QueryInternal, void>, default_delete<Completer<Query, QueryInternal, void>>>","firestore/src/android/promise_android.h",233
"firebase::firestore::Promise<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, AsyncFn>","handle_","field","SafeFutureHandle<LoadBundleTaskProgress>","SafeFutureHandle<LoadBundleTaskProgress>","firestore/src/android/promise_android.h",238
"firebase::firestore::Promise<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, AsyncFn>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",237
"firebase::firestore::Promise<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, AsyncFn>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",231
"firebase::firestore::Promise<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, AsyncFn>","completer_","field","unique_ptr<Completer<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, void>, default_delete<Completer<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, void>>>","unique_ptr<Completer<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, void>, default_delete<Completer<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, void>>>","firestore/src/android/promise_android.h",233
"firebase::firestore::Promise<QuerySnapshot, QuerySnapshotInternal, AsyncFn>","handle_","field","SafeFutureHandle<QuerySnapshot>","SafeFutureHandle<QuerySnapshot>","firestore/src/android/promise_android.h",238
"firebase::firestore::Promise<QuerySnapshot, QuerySnapshotInternal, AsyncFn>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",237
"firebase::firestore::Promise<QuerySnapshot, QuerySnapshotInternal, AsyncFn>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",231
"firebase::firestore::Promise<QuerySnapshot, QuerySnapshotInternal, AsyncFn>","completer_","field","unique_ptr<Completer<QuerySnapshot, QuerySnapshotInternal, void>, default_delete<Completer<QuerySnapshot, QuerySnapshotInternal, void>>>","unique_ptr<Completer<QuerySnapshot, QuerySnapshotInternal, void>, default_delete<Completer<QuerySnapshot, QuerySnapshotInternal, void>>>","firestore/src/android/promise_android.h",233
"firebase::firestore::LambdaEventListener<QuerySnapshot>","callback_","field","error","error","firestore/src/android/lambda_event_listener.h",49
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<QuerySnapshot>","handle_","field","SafeFutureHandle<QuerySnapshot>","SafeFutureHandle<QuerySnapshot>","firestore/src/android/promise_android.h",175
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<QuerySnapshot>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",176
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<QuerySnapshot>","completion_","field","Completion *","Completion *","firestore/src/android/promise_android.h",177
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<QuerySnapshot>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",172
"firebase::firestore::PromiseFactory<AsyncApis>","cleanup_","field","CleanupNotifier *","CleanupNotifier *","firestore/src/main/promise_factory_main.h",84
"firebase::firestore::PromiseFactory<AsyncApis>","future_manager_","field","FutureManager *","FutureManager *","firestore/src/main/promise_factory_main.h",85
"firebase::firestore::PromiseFactory<ApiEnum>","cleanup_","field","CleanupNotifier *","CleanupNotifier *","firestore/src/main/promise_factory_main.h",84
"firebase::firestore::PromiseFactory<ApiEnum>","future_manager_","field","FutureManager *","FutureManager *","firestore/src/main/promise_factory_main.h",85
"firebase::firestore::UserDataConverter","database_id_","field","<error-type> *","<error-type> *","firestore/src/main/user_data_converter_main.h",116
"firebase::firestore::PromiseFactory<<error-type>>","cleanup_","field","CleanupNotifier *","CleanupNotifier *","firestore/src/main/promise_factory_main.h",84
"firebase::firestore::PromiseFactory<<error-type>>","future_manager_","field","FutureManager *","FutureManager *","firestore/src/main/promise_factory_main.h",85
"firebase::firestore::jni::ArenaRef::ObjectArenaEntry","id_","field","error","error","firestore/src/jni/arena_ref.cc",222
"firebase::firestore::jni::(unnamed namespace)::ObjectArena","initialized_","field","atomic<bool>","atomic<bool>","firestore/src/jni/arena_ref.cc",167
"firebase::firestore::jni::(unnamed namespace)::ObjectArena","remove_","field","atomic<<error-type>>","atomic<<error-type>>","firestore/src/jni/arena_ref.cc",166
"firebase::firestore::jni::(unnamed namespace)::ObjectArena","set_","field","atomic<<error-type>>","atomic<<error-type>>","firestore/src/jni/arena_ref.cc",165
"firebase::firestore::jni::(unnamed namespace)::ObjectArena","get_","field","atomic<<error-type>>","atomic<<error-type>>","firestore/src/jni/arena_ref.cc",164
"firebase::firestore::jni::(unnamed namespace)::ObjectArena","java_class_","field","atomic<<error-type>>","atomic<<error-type>>","firestore/src/jni/arena_ref.cc",163
"firebase::firestore::jni::(unnamed namespace)::MethodLoader","java_class_","field","error","error","firestore/src/jni/arena_ref.cc",59
"firebase::firestore::jni::(unnamed namespace)::MethodLoader","loader_","field","Loader &","Loader &","firestore/src/jni/arena_ref.cc",58
"firebase::firestore::Promise<ResultT>","handle_","field","SafeFutureHandle<ResultT>","SafeFutureHandle<ResultT>","firestore/src/main/promise_main.h",215
"firebase::firestore::Promise<ResultT>","cleanup_","field","CleanupNotifier *","CleanupNotifier *","firestore/src/main/promise_main.h",212
"firebase::firestore::Promise<ResultT>","future_api_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/main/promise_main.h",213
"firebase::firestore::Promise<ResultT>","destruction_mutex_","field","mutex","mutex","firestore/src/main/promise_main.h",216
"firebase::firestore::CompositeFilterInternal","vector","field","error","error","firestore/src/main/composite_filter_main.h",36
"firebase::firestore::CompositeFilterInternal","Operator","field","error","error","firestore/src/main/composite_filter_main.h",35
"firebase::firestore::CompositeFilterInternal","filters_","field","vector<shared_ptr<FilterInternal>, allocator<shared_ptr<FilterInternal>>>","vector<shared_ptr<FilterInternal>, allocator<shared_ptr<FilterInternal>>>","firestore/src/main/composite_filter_main.h",52
"firebase::firestore::CompositeFilterInternal","op_","field","error","error","firestore/src/main/composite_filter_main.h",51
"firebase::firestore::UnaryFilterInternal","value_","field","FieldValue","FieldValue","firestore/src/main/unary_filter_main.h",57
"firebase::firestore::UnaryFilterInternal","path_","field","FieldPath","FieldPath","firestore/src/main/unary_filter_main.h",55
"firebase::firestore::UnaryFilterInternal","op_","field","error","error","firestore/src/main/unary_filter_main.h",56
"firebase::firestore::CppAppCheckCredentialsProvider","app_","field","App &","App &","firestore/src/main/app_check_credentials_provider_desktop.h",67
"firebase::firestore::FirebaseCppCredentialsProvider","contents_","field","shared_ptr<Contents>","shared_ptr<Contents>","firestore/src/main/credentials_provider_desktop.h",110
"firebase::firestore::FirebaseCppCredentialsProvider::Contents","app","field","App &","App &","firestore/src/main/credentials_provider_desktop.h",102
"firebase::firestore::FirebaseCppCredentialsProvider::Contents","mutex","field","recursive_mutex","recursive_mutex","firestore/src/main/credentials_provider_desktop.h",100
"firebase::firestore::Promise<Query>","handle_","field","SafeFutureHandle<Query>","SafeFutureHandle<Query>","firestore/src/main/promise_main.h",215
"firebase::firestore::Promise<Query>","cleanup_","field","CleanupNotifier *","CleanupNotifier *","firestore/src/main/promise_main.h",212
"firebase::firestore::Promise<Query>","future_api_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/main/promise_main.h",213
"firebase::firestore::Promise<Query>","destruction_mutex_","field","mutex","mutex","firestore/src/main/promise_main.h",216
"firebase::firestore::Promise<LoadBundleTaskProgress>","handle_","field","SafeFutureHandle<LoadBundleTaskProgress>","SafeFutureHandle<LoadBundleTaskProgress>","firestore/src/main/promise_main.h",215
"firebase::firestore::Promise<LoadBundleTaskProgress>","cleanup_","field","CleanupNotifier *","CleanupNotifier *","firestore/src/main/promise_main.h",212
"firebase::firestore::Promise<LoadBundleTaskProgress>","future_api_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/main/promise_main.h",213
"firebase::firestore::Promise<LoadBundleTaskProgress>","destruction_mutex_","field","mutex","mutex","firestore/src/main/promise_main.h",216
"firebase::firestore::Promise<void>","handle_","field","SafeFutureHandle<void>","SafeFutureHandle<void>","firestore/src/main/promise_main.h",215
"firebase::firestore::Promise<void>","cleanup_","field","CleanupNotifier *","CleanupNotifier *","firestore/src/main/promise_main.h",212
"firebase::firestore::Promise<void>","future_api_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/main/promise_main.h",213
"firebase::firestore::Promise<void>","destruction_mutex_","field","mutex","mutex","firestore/src/main/promise_main.h",216
